district,block,cluster,code,name,genre
koppal,kustagi,koradakera,20337,	GCHPS KORADAKERI	,Upper Primary
bangalore,bangalore south(banashankari),byrathi,36564,LAGHUMENA HALLI,Anganwadi
bangalore rural,hosakote,bilanarasapura,35926,G LPS AGASARAHALLI,Lower Primary
koppal,kustagi,hiregonnagar,20306,	GHPS NARASAPUR	,Upper Primary
bangalore rural,hosakote,jadigenahalli,35963,G LPS GONAKANAHALLI,Lower Primary
bangalore rural,hosakote,nandagudi,36080,G LPS  VADDAHALLI,Lower Primary
bangalore,north-4,dodda bylagere,32284,GKLPS BILIJAJI,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36377,Kalli Oni-1,Anganwadi
bangalore rural,devanahalli,devanahalli,36740,GKLPS SOUTHEGOWDANAHALLI,Lower Primary
bangalore,bangalore north (yelahanka),hesaragatta,33897,HESARAGHATA II,Anganwadi
bangalore,south-3,lalbagh siddapura,33112,GKHPS LALBAGH SIDDAPURA,Upper Primary
koppal,kustagi,adavibhavi,20139,	GHPS MUDUTAGI	,Upper Primary
koppal,kustagi,adavibhavi,20155,	GHPS MENASAGERI	,Upper Primary
gadag,mundaragi,kalakeri,36822,GLPS TIPPAPUR,Lower Primary
koppal,kustagi,hoolagera,20320,	GLPS SC COLONY KALGONAL	,Lower Primary
bangalore,bangalore north (yelahanka),agrahara layout,30864,BYATARAYANAPURA 1,Anganwadi
bangalore rural,hosakote,kalkunte,36115,G HPS BAGURU,Upper Primary
bangalore,south-1,ramasandra,32546,GKHPS GULAGANJANAHALLI,Upper Primary
koppal,kustagi,hanumasagar,20182,	GGIRLS HPS HANUMASAGAR	,Upper Primary
bangalore,south-4,marathahalli,32685,GKLPS MANJUNATHA NAGAR,Lower Primary
bangalore rural,hosakote,shivanapura,36052,G LPS BISANAHALLI,Lower Primary
koppal,kustagi,koradakera,20335,	GHPS HIRENANDIHAL	,Upper Primary
gadag,mundaragi,kalakeri,36867,GHPS MUSTIKOPPA,Upper Primary
bangalore rural,hosakote,sulibele,35879,GKHPS GIDDAPPANAHALLI,Upper Primary
koppal,kustagi,hiremannapur,20278,	GHPS GUMAGERI	,Upper Primary
bangalore,anekal,attibele,32217,GKHPS BALLUR,Upper Primary
bangalore rural,hosakote,kalkunte,36108,G LPS BYALAHALLI,Lower Primary
koppal,kustagi,thavaragera,20233,	GLPS Narahari Badavane Tavaragera	,Lower Primary
koppal,kustagi,chalageri,20144,	GURDULPS YALABUNACHI	,Lower Primary
bangalore rural,hosakote,doddagattinabbe,36211,GKLPS BHAKTARAHALLI,Lower Primary
bangalore rural,hosakote,nandagudi,36076,G HPS NANDAGUDI,Upper Primary
gadag,mundaragi,mundaragi rural,36886,GHPS ASHAKIRAN( KAKKUR TANDE),Upper Primary
bangalore rural,hosakote,bendiganahalli,36030,G LPS CHIKKA ARALAGERE,Lower Primary
bangalore rural,hosakote,jadigenahalli,35964,G ULPS GONAKANAHALLI,Lower Primary
bangalore,anekal taluk,kasaba 2,30820,KUVEMPUNAGARA B,Anganwadi
bangalore rural,hosakote,t agrahara,36241,GHPS BAVAPURA,Upper Primary
bangalore rural,hosakote,nelavagilu,36072,G HPS HINDIGANALA,Upper Primary
bangalore,south-1,k gollahalli,31991,GKLPS SEEGEHALLI (ANCHEPALYA),Lower Primary
bangalore,south-2,k p agrahara,32346,GKHPS KADAPASWAMYMUTT,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36503,Ramligeshwar nagar -1,Anganwadi
koppal,kustagi,hiregonnagar,20297,	GHPS GOREBIHAL	,Upper Primary
bangalore,anekal taluk,sarjapura,30929,S.MEDAHALLI,Anganwadi
koppal,kustagi,hanumasagar,20182,	GGIRLS HPS HANUMASAGAR	,Upper Primary
koppal,kustagi,kustagi,20140,	GHPS NIDASHESHI	,Upper Primary
koppal,kustagi,chalageri,20133,	GHPS JULAKATTI	,Upper Primary
koppal,kustagi,hoolagera,20188,	GLPS  HOOLAGERA  	,Lower Primary
bangalore,north-4,kodigehalli,33201,GKHPS KODIGEHALLI,Upper Primary
bangalore rural,hosakote,doddagattinabbe,36207,GKLPS BISNAHALLI,Lower Primary
gadag,mundaragi,mundaragi urdu,36892,GHPUGS MUNDARAGI,Upper Primary
bangalore rural,hosakote,nelavagilu,35911,G LPS YETHONODEYANAPURA,Lower Primary
bangalore,bangalore north (yelahanka),abbigere,33859,THINDLU 1,Anganwadi
bagalkot,badami,haligeri,2019,GOVT LPS CHINCHALKATTI LT,Lower Primary
bangalore,bangalore south(banashankari),doddakannelli,33761,JUNNASANDRA,Anganwadi
bangalore rural,hosakote,devanagundi,35995,G HPS MUTHKURU,Upper Primary
bangalore rural,hosakote,mugbala,36193,GHPS Chikkanahalli,Model Primary
bangalore,bangalore central,netravathi,36599,C.K.C GARDAN(SR NAGAR KALYANI SCHOOL),Model Primary
bangalore rural,hosakote,doddanhulluru,36197,GLPS CHOLAPPANAHALLI,Lower Primary
bangalore,sumangali seva ashrama,kodihalli,30664,KODIHALLI,Anganwadi
bangalore rural,hosakote,nelavagilu,35914,G ULPS K.SHETTYHALLI,Lower Primary
gadag,mundaragi,mundaragi city west,36878,GHPGS MUNDARAGI,Upper Primary
koppal,kustagi,hanumanal,20165,	GLPS ASHRAYA  BADAVANE HANAMANAL	,Lower Primary
bangalore,south-3,ejipura,32263,GKMPS NEELASANDRA,Model Primary
bangalore,bangalore south(banashankari),konnana kunte,36403,KRISHAN BADAVANA,Anganwadi
bangalore,anekal,haragadde,32815,GKLPS DENABANK BADAVANE,Lower Primary
koppal,kustagi,hoolagera,20322,	GHPS KATAPUR	,Upper Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36368,Shivanand nagar,Anganwadi
bangalore,bangalore south(banashankari),k.r.puram,33967,GEDDALAHALLI. P,Anganwadi
koppal,kustagi,thavaragera,20226,	GHPS NARINHAL	,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36543,Tejaswinagar,Anganwadi
koppal,kustagi,hanumasagar,20191,	GHPS MADANHAL	,Model Primary
bangalore rural,hosakote,bendiganahalli,36027,G LPS BALENAHALLI,Lower Primary
bangalore,south-4,doddakanneli,32196,GKLPS KACHA MARANAHALLI,Lower Primary
bangalore rural,hosakote,doddanhulluru,36219,GHPS DODDAHULLUR,Upper Primary
bangalore,bangalore central,kuvempunagar 4th circle,34000,BHOVECOLONY,Anganwadi
bangalore rural,hosakote,hosakote town,36021,G HPS M. V. EXTN. HOSKOTE,Upper Primary
bangalore rural,hosakote,nelavagilu,35909,G HPS DALASAGERE,Upper Primary
bangalore rural,hosakote,kalkunte,36116,G HPS GUNDURU,Upper Primary
bangalore,bangalore north (yelahanka),baglur,31275,YADIYURU,Anganwadi
bangalore,north-4,t dasarahalli,32836,GKHPS MANJUNATHANAGAR,Model Primary
gadag,mundaragi,mundaragi urdu,36894,GHPUBS MUNDARAGI,Upper Primary
bangalore rural,hosakote,doddanhulluru,36195,	GHPS Doddanallurahalli,Upper Primary
bangalore,south-2,kalasipalya,32448,GULPS JOLLYMOHALLA,Lower Primary
bangalore,anekal taluk,haragadde,33588,MEDHAHALLI  A,Anganwadi
koppal,kustagi,hanumasagar,20182,	GGIRLS HPS HANUMASAGAR	,Upper Primary
gadag,mundaragi,bagewadi,36833,GHPS MURADI,Upper Primary
koppal,kustagi,kustagi,20291,	GHPS NEREBENCHI	,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36468,Navalur-2,Anganwadi
bangalore,south-4,kylasanahalli,32601,GKLPS KANNUR,Lower Primary
bangalore,sumangali seva ashrama,sultanpalya,34033,ROSHAN NAGARA 1,Anganwadi
koppal,kustagi,sanghanal,20257,	GHPS HIRETAMMINHAL	,Upper Primary
bangalore rural,devanahalli,devanahalli,36767,GKLPS PARVATHAPURA,Lower Primary
koppal,kustagi,koradakera,20328,	GLPS BENCHAMATTI	,Lower Primary
bangalore rural,hosakote,alappanahalli,36129,G HPS ALAPPANAHALLI,Upper Primary
bangalore rural,hosakote,sulibele,35875,GKHPS JANATHA COLONY,Upper Primary
bangalore rural,devanahalli,nalluru,36739,GKHPS Ramanahalli,Model Primary
bangalore rural,hosakote,alappanahalli,36126,G LPS VENKATAPURA,Lower Primary
bangalore rural,hosakote,nelavagilu,36073,G UHPS HINIDGANALA,Upper Primary
koppal,kustagi,sanghanal,20259,	GLPS HONAGADDI	,Lower Primary
bangalore rural,hosakote,alappanahalli,36129,G HPS ALAPPANAHALLI,Upper Primary
bangalore,bangalore south(banashankari),k.r.puram,30687,SADARA MANGALA,Anganwadi
bangalore,sumangali seva ashrama,kodihalli,30407,JOTHIPURA,Anganwadi
gadag,mundaragi,mundaragi city west,36879,GHPS SHIROL ( MUNDARAGI),Upper Primary
bangalore rural,hosakote,mugbala,36200,GHPS GOTTIPURA,Model Primary
koppal,kustagi,mudenur,20197,	GHPS BALLUTAGI	,Upper Primary
bangalore rural,hosakote,beguru,36188,GLPS MUTTUKADAHALLI,Model Primary
koppal,kustagi,jumalapur,20210,	GLPS MYADARDOKKI TANDA	,Lower Primary
koppal,kustagi,hoolagera,20326,	GHPS SEBINAKATTI	,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36467,Navalur Chavani,Anganwadi
bangalore rural,hosakote,vagata,36105,G HPS HONACHANAHALLI,Upper Primary
koppal,kustagi,j.gudadoor,20300,	GHPS JAGEERGUDADUR	,Upper Primary
bangalore rural,hosakote,doddanallala,36247,GLPS INJANAHALLI,Lower Primary
gadag,mundaragi,kadampur,36821,GLPS DONI DPEP,Model Primary
koppal,kustagi,bijakal,20293,	GHPS K .BODUR	,Upper Primary
bangalore rural,devanahalli,devanahalli,36740,GKLPS SOUTHEGOWDANAHALLI,Lower Primary
bangalore,bangalore central,kuvempunagar 4th circle,36483,SREE RAM NAGARA,Anganwadi
bangalore,north-4,byatarayanapura,32176,GKLPS SAMPIGEHALLI,Lower Primary
koppal,kustagi,mudenur,20213,	GLPS RYAVANAKI	,Lower Primary
bangalore rural,hosakote,beguru,35888,G HPS E. MUTHASANDRA,Upper Primary
bangalore rural,hosakote,sulibele,35883,GKHPS YANAGUNTE,Upper Primary
bangalore,south-4,k r puram,32490,GKHPS SEGEHALLI,Upper Primary
gadag,mundaragi,meundi,36874,GHPS EKLASPUR,Upper Primary
gadag,mundaragi,mundaragi urdu,36828,GLPUS HAMMIGI,Lower Primary
bangalore rural,hosakote,samethanahalli,35980,G LPS HAROHALLI,Lower Primary
bangalore,bangalore north (yelahanka),rajanakunte,30729,BUDUMANAHALLI,Anganwadi
bangalore rural,hosakote,samethanahalli,35984,G LPS BELLI KERE,Lower Primary
koppal,kustagi,koradakera,20330,YYY GHPS BYALIHAL,Upper Primary
bangalore,south-3,beratena agrahara,33095,GKLPS KALENA AGRAHARA,Lower Primary
bangalore rural,hosakote,shivanapura,36046,G ULPS DODDENAHALLI,Lower Primary
bangalore rural,devanahalli,channahalli,36730,GKLPS CHIKKAHOSAHALLI,Lower Primary
gadag,mundaragi,mundaragi city west,36825,GLPS RAMENAHALLI M.S(MUNDARAGI,Lower Primary
bangalore rural,hosakote,thavarekere,35933,G LPS CB COLONY,Lower Primary
bangalore,sumangali seva ashrama,kodihalli,34032,ANNASANDRAPALYA 2ND,Anganwadi
bangalore rural,hosakote,thavarekere,35935,G LPS KALAPPANAHALLI,Lower Primary
koppal,kustagi,bijakal,20293,	GHPS K .BODUR	,Upper Primary
gadag,mundaragi,petalur,36899,GHPGS SHIRUR,Upper Primary
koppal,kustagi,hanumasagar,20182,	GGIRLS HPS HANUMASAGAR	,Upper Primary
bangalore rural,hosakote,vagata,36104,G HPS KHAJI HOSAHALLI,Upper Primary
bangalore,north-4,agrahara layout,33217,GULPS BELLAHALLI,Lower Primary
bangalore rural,devanahalli,devanahalli,36733,GKLPS PRASANNAHALLI,Lower Primary
koppal,kustagi,hiremannapur,20289,	GHPS NEERALUTI	,Upper Primary
bangalore,bangalore state,yw circle,29682,DAYANANDA NAGAR III,Anganwadi
bangalore,bangalore south(banashankari),kengeri circle,31109,SHIVANAPALYA,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,30313,VENKATESHPURAM,Anganwadi
bangalore,south-4,channasandra,32063,GKLPS CHINNAGENAHALLI,Lower Primary
bangalore,anekal taluk,kasaba 2,30820,KUVEMPUNAGARA B,Anganwadi
koppal,kustagi,sanghanal,20271,	GHPS VIRUPAPUR	,Upper Primary
bangalore rural,hosakote,vagata,36100,G LPS HUNASEHALLI,Lower Primary
bangalore,bangalore state,palace guttalli circle,29620,RISILDHARSTREET 1,Anganwadi
bangalore,north-3,kaval byrasandra,33149,GULPS KB SANDRA,Lower Primary
bangalore,north-4,agrahara layout,33211,GKHPS PALANAHALLI,Upper Primary
bangalore rural,hosakote,jadigenahalli,36297,GKHPS KATTIGENAHALLI,Upper Primary
bangalore,bangalore south(banashankari),kaggalipura,29627,PATTAREDDY PALYA,Anganwadi
bangalore rural,hosakote,doddanallala,35954,G LPS APPASANDRA,Lower Primary
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
bangalore,north-4,hesarghatta,32373,GKLPS GUDDADAHALLI (HESARGHATTA),Lower Primary
gadag,mundaragi,mundaragi city west,36879,GHPS SHIROL ( MUNDARAGI),Upper Primary
bangalore rural,devanahalli,channahalli,36747,GKHPS BETTAKOTE,Upper Primary
bangalore,sumangali seva ashrama,dodda banaswadi,29619,KASTURI NAGAR,Anganwadi
gadag,mundaragi,mundaragi urdu,36889,GHPUS KORLHALLI,Upper Primary
bangalore,bangalore north (yelahanka),hesaragatta,30760,SILVEPURA,Anganwadi
koppal,kustagi,chalageri,20135,	GHPS KALALBANDI	,Upper Primary
bangalore,bangalore central,netravathi,29629,HAMEEDKHAN GARDEN,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,30581,VIJNA PURA 2,Anganwadi
bangalore rural,hosakote,devanagundi,35990,G LPS D.MEDAHALLI,Lower Primary
koppal,kustagi,koradakera,20332,	GLPS DONNIGUDDA	,Lower Primary
gadag,mundaragi,shingtalur,36913,GHPS SHINGATALUR,Upper Primary
bangalore,sumangali seva ashrama,dodda banaswadi,34038,K.G.HALLI,Anganwadi
bangalore,north-3,frazer town,32202,GKLPS KADIRAYYANNA PALYA,Lower Primary
bangalore,north-4,agrahara layout,33222,GKMPS AGRAHARA LAYOUT,Model Primary
koppal,kustagi,koradakera,20339,	GLPS PARASAPUR	,Lower Primary
bangalore rural,hosakote,thavarekere,35935,G LPS KALAPPANAHALLI,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36635,Baraimam galli -2,Anganwadi
bellary,hospet,"s.n.pet,  kampli",3632,GHPS IX WARD MUDDAPURA BASE,Upper Primary
koppal,kustagi,koradakera,20336,	GHPS KANAKOPPA	,Upper Primary
koppal,kustagi,menedhal,20264,GHPS MENADAL	,Upper Primary
gadag,mundaragi,dambal,36843,GHPGS DAMBAL,Upper Primary
bangalore,bangalore north (yelahanka),rajanakunte,31243,ATTURU LAYOUT,Anganwadi
bangalore rural,hosakote,vagata,36104,G HPS KHAJI HOSAHALLI,Upper Primary
gadag,mundaragi,bidaralli,36818,GHPS MUNDAWAD,Upper Primary
koppal,kustagi,dotihal,20150,	GHPS KADEKOPPA	,Upper Primary
bangalore rural,hosakote,devanagundi,36000,G LPS HANDENAHALLI,Lower Primary
bangalore rural,devanahalli,channahalli,36730,GKLPS CHIKKAHOSAHALLI,Lower Primary
bangalore rural,hosakote,samethanahalli,35977,G HPS BHODHANA HOSAHALLI,Upper Primary
koppal,kustagi,koradakera,20335,	GHPS HIRENANDIHAL	,Upper Primary
bangalore,south-4,jeevan bheema nagar,32384,GKHPS KONENA AGRAHARA,Upper Primary
koppal,kustagi,chalageri,20194,GHPS YALEBUNACHI,Upper Primary
bangalore,south-1,kumbalagodu,31979,GKHPS KANIMINIKE,Upper Primary
koppal,kustagi,mudenur,20206,	GLPS MEGURU	,Lower Primary
bangalore,sumangali seva ashrama,koramangala,36573,SONNENA HALLI  1,Anganwadi
bangalore,north-3,j c nagar,32316,GTHPS NS LANE,Upper Primary
bangalore rural,hosakote,doddanallala,36233,GHPS THAVATAHALLI,Upper Primary
bangalore rural,hosakote,hosakote town,36019,G KGMS HOSAKOTE,Upper Primary
koppal,kustagi,hoolagera,20323,	GLPS KATAPUR J.BADAVANE	,Lower Primary
bangalore rural,hosakote,beguru,36188,GLPS MUTTUKADAHALLI,Model Primary
gadag,mundaragi,hirawaddatti,36820,GLPS HIREWADDATTI,Lower Primary
gadag,mundaragi,hirawaddatti,36846,GHPS KELUR,Upper Primary
bangalore,bangalore state,yw circle,29664,AMBEDEKAR NAGAR(SHRI RAMPURA 2),Anganwadi
gulbarga,aland,duttargaon,13605,	GOVT LPS GAYAMALA TANDA	,Lower Primary
koppal,kustagi,adavibhavi,20132,	GHPS HULSAGERI	,Upper Primary
koppal,kustagi,hanumanal,20301,	GHPS KADIVAL	,Upper Primary
chitradurga,challakere,renukapura,12312,	LPS CHIKKAULLARTHY	,Lower Primary
gadag,mundaragi,mundaragi city west,36825,GLPS RAMENAHALLI M.S(MUNDARAGI,Lower Primary
bangalore rural,hosakote,thavarekere,35933,G LPS CB COLONY,Lower Primary
koppal,kustagi,chalageri,20136,	GUHPS KALALBANDI	,Upper Primary
koppal,kustagi,bijakal,36804,GHPS VANAGERI,Upper Primary
bangalore,sumangali seva ashrama,dodda banaswadi,29601,KARIYANAPALYA2,Anganwadi
bangalore,anekal taluk,ballur,33738,BESTAMANA HALLI,Anganwadi
bangalore,south-1,kengeri,32426,GKLPS CHIKKEGOWDANA PALYA,Lower Primary
bangalore,bangalore north (yelahanka),sondekoppa,31030,SONDEKOPPA  2,Anganwadi
bangalore,anekal,hebbagodi,32701,GKHPS HEBBAGODI,Upper Primary
bangalore rural,hosakote,bendiganahalli,36030,G LPS CHIKKA ARALAGERE,Lower Primary
bangalore,sumangali seva ashrama,murphy town,33796,APPAREDDI PALYA,Anganwadi
bangalore,bangalore north (yelahanka),kodigenahalli,34112,MUNESWARANAGAR,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36314,Kolikeri,Anganwadi
koppal,kustagi,hoolagera,20322,	GHPS KATAPUR	,Upper Primary
bangalore,south-4,kylasanahalli,32594,GKHPS KOTHANUR (KYALSANAHALLI),Upper Primary
bangalore rural,hosakote,beguru,35889,G LPS CHIKKA KOLIGA,Lower Primary
bangalore,south-4,doddakanneli,32192,GKLPS CHIKKANAYAKAHALLI,Lower Primary
koppal,kustagi,thavaragera,20230,	GHPS BASAVANNA CAMP  TAWARAGER	,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36612,Ghanesh nagar,Anganwadi
bangalore rural,hosakote,devanagundi,35986,G HPS DODDA DUNNASANDRA,Upper Primary
bangalore rural,devanahalli,devanahalli,36761,GKLPS AKKU PETE,Lower Primary
gadag,mundaragi,mundaragi urdu,36892,GHPUGS MUNDARAGI,Upper Primary
bangalore rural,devanahalli,channahalli,36751,GKLPS HARALURU,Lower Primary
gadag,mundaragi,kadampur,36858,GHPS DINDUR,Upper Primary
gadag,mundaragi,hirawaddatti,36846,GHPS KELUR,Upper Primary
gadag,mundaragi,hirawaddatti,36849,GHPS BUDIHAL,Upper Primary
koppal,kustagi,thavaragera,20231,	GLPS  TAVARAGERA KILLAONI	,Lower Primary
gadag,mundaragi,hirawaddatti,36852,GLPGS HAROGERI,Lower Primary
koppal,kustagi,hiremannapur,20289,	GHPS NEERALUTI	,Upper Primary
bangalore,south-4,jeevan bheema nagar,32392,GKMPS JEEVAN BHIMA NAGAR,Model Primary
bangalore,south-1,kumbalagodu,31996,GULPS ANCHEPALYA (ANCHEPALYA),Lower Primary
bangalore,south-1,hosakerehalli,32740,GKHPS HOSAKEREHALLI,Upper Primary
bangalore rural,hosakote,mugbala,36061,G LPS ATTURU,Lower Primary
bangalore,south-1,kaggalipura,32737,GKLPS SALUHUNASE,Lower Primary
gadag,mundaragi,mundaragi urdu,36890,GLPUS PETAALUR,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36339,Dundi Oni,Anganwadi
bangalore,anekal,sarjapura,32945,GKHPS BIDARAGUPPE,Upper Primary
bangalore,north-4,rajanakunte,32772,GKLPS ADDE VISHWANATHAPURA,Lower Primary
bangalore rural,hosakote,t agrahara,36242,GLPS SHASHIMAKANA HALLI,Lower Primary
bangalore,north-4,t dasarahalli,32838,GULPS KALASTHRINAGAR,Upper Primary
gadag,mundaragi,kalakeri,36865,GHPS VENKATESHNAGAR,Upper Primary
bangalore,bangalore central,Manjunatheshwar circle-7,30625,MUSLIM HUTS 2,Anganwadi
gadag,mundaragi,bidaralli,36839,GHPS VITHALAPUR,Upper Primary
koppal,kustagi,adavibhavi,20132,	GHPS HULSAGERI	,Upper Primary
bangalore,bangalore central,sir m vishweshwariah 1st circle,35485,GANGUNDANAHALLI 1,Independent  Balwadi
dharwad,Hubli-Dharwad urban,HFWTC,36526,chamundeshwari nagar,Anganwadi
gadag,mundaragi,mundaragi east,36881,GHPS KOTEMUNDARAGI,Upper Primary
koppal,kustagi,jumalapur,20214,	GHPS SASVIHAL	,Upper Primary
bangalore,bangalore central,kuvempunagar 4th circle,33995,KANTEERAVA COLONY,Anganwadi
bangalore,south-3,begur,32012,GKLPS NYANAPPANAHALLI,Lower Primary
koppal,kustagi,hanumanal,20173,	GHPS RANGAPUR	,Upper Primary
bangalore rural,hosakote,samethanahalli,35981,G LPS AJJAGONDANAHALLI,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36350,Nandikol Oni,Anganwadi
gadag,mundaragi,mundaragi east,36882,GHPS MUNDARAGI (AD NAGAR),Upper Primary
koppal,kustagi,mudenur,20197,	GHPS BALLUTAGI	,Upper Primary
bangalore,sumangali seva ashrama,dodda banaswadi,30323,VIJNA PURA 1,Anganwadi
bangalore,bangalore south(banashankari),doddakannelli,36447,HALANAYAKANAHALLI 2,Anganwadi
bangalore,bangalore south(banashankari),byrathi,30642,NIMBEKAYEPURA,Anganwadi
bangalore,north-4,kakolu,32581,GKLPS HANIYUR,Lower Primary
bangalore,north-4,dodda bylagere,32281,GKHPS KODAGI THIRUMALA PURA,Upper Primary
bangalore rural,devanahalli,channahalli,36754,GKLPS REDDIHALLI,Lower Primary
bangalore,south-4,thanisandra,32800,GULPS ASHWATH NAGAR,Lower Primary
gadag,mundaragi,korlahalli,36823,GHPS BIDNAL,Upper Primary
gadag,mundaragi,shingtalur,36909,GHPGS HAMMIGI,Upper Primary
bangalore rural,devanahalli,devanahalli,36733,GKLPS PRASANNAHALLI,Lower Primary
bangalore,north-4,dodda bylagere,32280,GKHPS IVARAKANDAPURA,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30974,SOUKAR LINE,Anganwadi
dharwad,Hubli-Dharwad urban,Purohit Nagar,36470,Gouli galli -2,Anganwadi
bangalore rural,hosakote,doddanhulluru,36214,GLPS CHIKKA NALLURAHALLI,Lower Primary
koppal,kustagi,dotihal,20146,	GURDU HPS DOTIHAL	,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36468,Navalur-2,Anganwadi
bangalore,bangalore central,netaji 2nd circle,34102,BASAVESHWARASEVASANGA 2,Anganwadi
gadag,mundaragi,shingtalur,36914,GHPS HAMMIGI,Upper Primary
bangalore,bangalore north (yelahanka),agrahara layout,30590,JAKKUR LAYOUT 2,Anganwadi
koppal,kustagi,sanghanal,20269,	GHPS SANGANHAL	,Upper Primary
bangalore rural,devanahalli,nalluru,36745,GKHPS Mallepura,Model Primary
koppal,kustagi,mudenur,20198,	GLPS  BANNATTI	,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36632,Ramligeshwar nagar -5,Anganwadi
koppal,kustagi,chalageri,20134,	GLPS JUNJALAKOPPA	,Lower Primary
gadag,mundaragi,petalur,36902,GHPS VENKATAPUR,Upper Primary
koppal,kustagi,hiregonnagar,20297,	GHPS GOREBIHAL	,Upper Primary
bangalore rural,devanahalli,devanahalli,36765,GKHPS KORACHARAPALYA,Upper Primary
koppal,kustagi,hanumasagar,20181,	GBOYS HPS HANUMASAGAR	,Upper Primary
bangalore,south-4,kylasanahalli,32597,GKLPS BANDEHOSSUR,Lower Primary
koppal,kustagi,hanumanal,20171,	GHPS NIRALAKOPPA	,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30363,DODDANA NAGAR 3,Anganwadi
dharwad,Hubli-Dharwad urban,HDMC,36635,Baraimam galli -2,Anganwadi
bangalore,south-2,bapujinagar,32000,GKHPS DEEPANJALI NAGAR,Upper Primary
koppal,kustagi,hanumasagar,20192,	GHPS MAVINAITAGI	,Upper Primary
bangalore rural,hosakote,jadigenahalli,35969,G HPS KB HOSAHALLI,Lower Primary
koppal,kustagi,menedhal,20265,	G URDU LPS HULIYAPUR	,Lower Primary
gadag,mundaragi,mundaragi east,36882,GHPS MUNDARAGI (AD NAGAR),Upper Primary
bangalore,bangalore south(banashankari),kengeri circle,31136,BUVANESHWARINAGAR,Anganwadi
bangalore,north-1,juganahalli ,32828,GKHPS RAJAJINAGAR 5TH AND 6TH BLOCK,Upper Primary
koppal,kustagi,hanumasagar,20186,YYY GOVT HPS KALLONI HANAMSAGAR,Upper Primary
bangalore rural,hosakote,mugbala,35945,G LPS DABBAGUNTAHALLI,Lower Primary
bangalore rural,hosakote,bendiganahalli,36190,GHPS ANUPAHALLI,Model Primary
koppal,kustagi,hanumanal,20164,	GMHPS HANUMANHAL	,Upper Primary
bangalore rural,hosakote,beguru,35893,G LPS BAGALURU,Lower Primary
